,text
6899,"Oft our alliance other lands desir’d,"
6900,"And, what we seek of you, of us requir’d."
6901,"Despite not then, that in our hands we bear"
6902,"These holy boughs, and sue with words of pray’r."
6903,"Fate and the gods, by their supreme command,"
6904,Have doom’d our ships to seek the Latian land.
6905,To these abodes our fleet Apollo sends;
6906,"Here Dardanus was born, and hither tends;"
6907,"Where Tuscan Tiber rolls with rapid force,"
6908,And where Numicus opes his holy source.
6909,"Besides, our prince presents, with his request,"
6910,Some small remains of what his sire possess’d.
6911,"This golden charger, snatch’d from burning Troy,"
6912,Anchises did in sacrifice employ;
6913,This royal robe and this tiara wore
6914,"Old Priam, and this golden scepter bore"
6915,"In full assemblies, and in solemn games;"
6916,These purple vests were weav’d by Dardan dames.”
6917,"Thus while he spoke, Latinus roll’d around"
6918,"His eyes, and fix’d a while upon the ground."
6919,"Intent he seem’d, and anxious in his breast;"
6920,"Not by the scepter mov’d, or kingly vest,"
6921,But pond’ring future things of wondrous weight;
6922,"Succession, empire, and his daughter’s fate."
6923,"On these he mus’d within his thoughtful mind,"
6924,And then revolv’d what Faunus had divin’d.
6925,"This was the foreign prince, by fate decreed"
6926,"To share his scepter, and Lavinia’s bed;"
6927,This was the race that sure portents foreshew
6928,"To sway the world, and land and sea subdue."
6929,"At length he rais’d his cheerful head, and spoke:"
6930,"“The pow’rs,” said he, “the pow’rs we both invoke,"
6931,"To you, and yours, and mine, propitious be,"
6932,And firm our purpose with their augury!
6933,Have what you ask; your presents I receive;
6934,"Land, where and when you please, with ample leave;"
6935,Partake and use my kingdom as your own;
6936,"All shall be yours, while I command the crown:"
6937,"And, if my wish’d alliance please your king,"
6938,"Tell him he should not send the peace, but bring."
6939,Then let him not a friend’s embraces fear;
6940,The peace is made when I behold him here.
6941,"Besides this answer, tell my royal guest,"
6942,I add to his commands my own request:
6943,"One only daughter heirs my crown and state,"
6944,"Whom not our oracles, nor Heav’n, nor fate,"
6945,"Nor frequent prodigies, permit to join"
6946,With any native of th’ Ausonian line.
6947,A foreign son-in-law shall come from far
6948,"(Such is our doom), a chief renown’d in war,"
6949,"Whose race shall bear aloft the Latian name,"
6950,And thro’ the conquer’d world diffuse our fame.
6951,"Himself to be the man the fates require,"
6952,"I firmly judge, and, what I judge, desire.”"
6953,"He said, and then on each bestow’d a steed."
6954,"Three hundred horses, in high stables fed,"
6955,"Stood ready, shining all, and smoothly dress’d:"
6956,"Of these he chose the fairest and the best,"
6957,To mount the Trojan troop. At his command
6958,"The steeds caparison’d with purple stand,"
6959,"With golden trappings, glorious to behold,"
6960,And champ betwixt their teeth the foaming gold.
6961,Then to his absent guest the king decreed
6962,"A pair of coursers born of heav’nly breed,"
6963,Who from their nostrils breath’d ethereal fire;
6964,"Whom Circe stole from her celestial sire,"
6965,"By substituting mares produc’d on earth,"
6966,Whose wombs conceiv’d a more than mortal birth.
6967,"These draw the chariot which Latinus sends,"
6968,And the rich present to the prince commends.
6969,"Sublime on stately steeds the Trojans borne,"
6970,To their expecting lord with peace return.
6971,"But jealous Juno, from Pachynus’ height,"
6972,"As she from Argos took her airy flight,"
6973,Beheld with envious eyes this hateful sight.
6974,She saw the Trojan and his joyful train
6975,"Descend upon the shore, desert the main,"
6976,"Design a town, and, with unhop’d success,"
6977,Th’ embassadors return with promis’d peace.
6978,"Then, pierc’d with pain, she shook her haughty head,"
6979,"Sigh’d from her inward soul, and thus she said:"
6980,“O hated offspring of my Phrygian foes!
6981,"O fates of Troy, which Juno’s fates oppose!"
6982,"Could they not fall unpitied on the plain,"
6983,"But slain revive, and, taken, scape again?"
6984,"When execrable Troy in ashes lay,"
6985,Thro’ fires and swords and seas they forc’d their way.
6986,"Then vanquish’d Juno must in vain contend,"
6987,"Her rage disarm’d, her empire at an end."
6988,"Breathless and tir’d, is all my fury spent?"
6989,Or does my glutted spleen at length relent?
6990,"As if ’twere little from their town to chase,"
6991,I thro’ the seas pursued their exil’d race;
6992,"Ingag’d the heav’ns, oppos’d the stormy main;"
6993,"But billows roar’d, and tempests rag’d in vain."
6994,"What have my Scyllas and my Syrtes done,"
6995,"When these they overpass, and those they shun?"
6996,"On Tiber’s shores they land, secure of fate,"
6997,Triumphant o’er the storms and Juno’s hate.
6998,"Mars could in mutual blood the Centaurs bathe,"
6999,"And Jove himself gave way to Cynthia’s wrath,"
7000,Who sent the tusky boar to Calydon;
7001,What great offence had either people done?
7002,"But I, the consort of the Thunderer,"
7003,"Have wag’d a long and unsuccessful war,"
7004,"With various arts and arms in vain have toil’d,"
7005,And by a mortal man at length am foil’d.
7006,"If native pow’r prevail not, shall I doubt"
7007,To seek for needful succour from without?
7008,"If Jove and Heav’n my just desires deny,"
7009,Hell shall the pow’r of Heav’n and Jove supply.
7010,"Grant that the Fates have firm’d, by their decree,"
7011,The Trojan race to reign in Italy;
7012,"At least I can defer the nuptial day,"
7013,And with protracted wars the peace delay:
7014,"With blood the dear alliance shall be bought,"
7015,And both the people near destruction brought;
7016,"So shall the son-in-law and father join,"
7017,"With ruin, war, and waste of either line."
7018,"O fatal maid, thy marriage is endow’d"
7019,"With Phrygian, Latian, and Rutulian blood!"
7020,Bellona leads thee to thy lover’s hand;
7021,"Another queen brings forth another brand,"
7022,To burn with foreign fires another land!
7023,"A second Paris, diff’ring but in name,"
7024,Shall fire his country with a second flame.”
7025,"Thus having said, she sinks beneath the ground,"
7026,"With furious haste, and shoots the Stygian sound,"
7027,To rouse Alecto from th’ infernal seat
7028,"Of her dire sisters, and their dark retreat."
7029,"This Fury, fit for her intent, she chose;"
7030,One who delights in wars and human woes.
7031,Ev’n Pluto hates his own misshapen race;
7032,Her sister Furies fly her hideous face;
7033,"So frightful are the forms the monster takes,"
7034,So fierce the hissings of her speckled snakes.
7035,"Her Juno finds, and thus inflames her spite:"
7036,"“O virgin daughter of eternal Night,"
7037,"Give me this once thy labour, to sustain"
7038,"My right, and execute my just disdain."
7039,"Let not the Trojans, with a feign’d pretence"
7040,"Of proffer’d peace, delude the Latian prince."
7041,"Expel from Italy that odious name,"
7042,And let not Juno suffer in her fame.
7043,"’Tis thine to ruin realms, o’erturn a state,"
7044,"Betwixt the dearest friends to raise debate,"
7045,And kindle kindred blood to mutual hate.
7046,"Thy hand o’er towns the fun’ral torch displays,"
7047,And forms a thousand ills ten thousand ways.
7048,"Now shake, out thy fruitful breast, the seeds"
7049,"Of envy, discord, and of cruel deeds:"
7050,"Confound the peace establish’d, and prepare"
7051,"Their souls to hatred, and their hands to war.”"
7052,"Smear’d as she was with black Gorgonian blood,"
7053,The Fury sprang above the Stygian flood;
7054,"And on her wicker wings, sublime thro’ night,"
7055,She to the Latian palace took her flight:
7056,"There sought the queen’s apartment, stood before"
7057,"The peaceful threshold, and besieg’d the door."
7058,"Restless Amata lay, her swelling breast"
7059,"Fir’d with disdain for Turnus dispossess’d,"
7060,And the new nuptials of the Trojan guest.
7061,From her black bloody locks the Fury shakes
7062,"Her darling plague, the fav’rite of her snakes;"
7063,"With her full force she threw the poisonous dart,"
7064,"And fix’d it deep within Amata’s heart,"
7065,"That, thus envenom’d, she might kindle rage,"
7066,And sacrifice to strife her house and husband’s age.
7067,"Unseen, unfelt, the fiery serpent skims"
7068,Betwixt her linen and her naked limbs;
7069,"His baleful breath inspiring, as he glides,"
7070,"Now like a chain around her neck he rides,"
7071,"Now like a fillet to her head repairs,"
7072,And with his circling volumes folds her hairs.
7073,"At first the silent venom slid with ease,"
7074,And seiz’d her cooler senses by degrees;
7075,"Then, ere th’ infected mass was fir’d too far,"
7076,"In plaintive accents she began the war,"
7077,"And thus bespoke her husband: “Shall,” she said,"
7078,“A wand’ring prince enjoy Lavinia’s bed?
7079,"If nature plead not in a parent’s heart,"
7080,"Pity my tears, and pity her desert."
7081,"I know, my dearest lord, the time will come,"
7082,"You’d in vain, reverse your cruel doom;"
7083,"The faithless pirate soon will set to sea,"
7084,And bear the royal virgin far away!
7085,"A guest like him, a Trojan guest before,"
7086,"In shew of friendship sought the Spartan shore,"
7087,And ravish’d Helen from her husband bore.
7088,Think on a king’s inviolable word;
7089,"And think on Turnus, her once plighted lord:"
7090,"To this false foreigner you give your throne,"
7091,"And wrong a friend, a kinsman, and a son."
7092,"Resume your ancient care; and, if the god"
7093,"Your sire, and you, resolve on foreign blood,"
7094,"Know all are foreign, in a larger sense,"
7095,"Not born your subjects, or deriv’d from hence."
7096,"Then, if the line of Turnus you retrace,"
7097,He springs from Inachus of Argive race.”
7098,"But when she saw her reasons idly spent,"
7099,"And could not move him from his fix’d intent,"
7100,She flew to rage; for now the snake possess’d
7101,"Her vital parts, and poison’d all her breast;"
7102,"She raves, she runs with a distracted pace,"
7103,And fills with horrid howls the public place.
7104,"And, as young striplings whip the top for sport,"
7105,On the smooth pavement of an empty court;
7106,"The wooden engine flies and whirls about,"
7107,"Admir’d, with clamours, of the beardless rout;"
7108,"They lash aloud; each other they provoke,"
7109,And lend their little souls at ev’ry stroke:
7110,Thus fares the queen; and thus her fury blows
7111,"Amidst the crowd, and kindles as she goes."
7112,"Nor yet content, she strains her malice more,"
7113,And adds new ills to those contriv’d before:
7114,"She flies the town, and, mixing with a throng"
7115,"Of madding matrons, bears the bride along,"
7116,"Wand’ring thro’ woods and wilds, and devious ways,"
7117,And with these arts the Trojan match delays.
