,ASV_Original,ASV_Paraphrased,BBE_Original
686,"And Moses called Bezalel and Oholiab, and every wise-hearted man, in whose heart Jehovah had put wisdom, even every one whose heart stirred him up to come unto the work to do it: 
","Moses called Bezalel and Oholiab, and every wise man, who was in his heart, who was stirred by the desire to do it, even every one who was interested in him.","Then Moses sent for Bezalel and Oholiab, and for all the wise-hearted men to whom the Lord had given wisdom, even everyone who was moved by the impulse of his heart to come and take part in the work:
"
687,"and they received of Moses all the offering which the children of Israel had brought for the work of the service of the sanctuary, wherewith to make it. And they brought yet unto him freewill-offerings every morning. 
","they brought the children of Israel's gifts to the service of the sanctuary, and they gave them to Moses. And they gave them to Moses every morning.","And they took from Moses all the offerings which the children of Israel had given for the building of the holy place. And still they went on giving him more free offerings every morning.
"
688,"And all the wise men, that wrought all the work of the sanctuary, came every man from his work which they wrought; 
","all the wise men who had worked in the temple, they all came out of the work they had done;","Then the wise men, who were doing all the work of the holy place, came from their work;
"
689,"and they spake unto Moses, saying, The people bring much more than enough for the service of the work which Jehovah commanded to make. 
","they said, the people are much more than enough for the service of the work God has commanded them to do.","And said to Moses, The people are giving much more than is needed for the work which the Lord has given us orders to do.
"
690,"And Moses gave commandment, and they caused it to be proclaimed throughout the camp, saying, Let neither man nor woman make any more work for the offering of the sanctuary. So the people were restrained from bringing. 
","the people were ordered to stop working, and Moses commanded them to announce that no one should work for the offering of the shrine. So the people were ordered to stop working.","So Moses made an order and had it given out through all the tents, saying, Let no man or woman make any more offerings for the holy place. So the people were kept from giving more.
"
691,"For the stuff they had was sufficient for all the work to make it, and too much.
","it was enough to make everything, and too much.","For the material they had was enough and more than enough for all the work which had to be done.
"
692,"And all the wise-hearted men among them that wrought the work made the tabernacle with ten curtains; of fine twined linen, and blue, and purple, and scarlet, with cherubim, the work of the skilful workman, Bezalel made them. 
","the work of the wise men who made the work was ten curtains; blue, purple, purple, scarlet, and red, with cherubs, the work of the skilled.","Then all the expert workmen among them made the House with its ten curtains; of the best linen, blue and purple and red, they made them, with winged ones worked by expert designers.
"
693,"The length of each curtain was eight and twenty cubits, and the breadth of each curtain four cubits: all the curtains had one measure. 
","the length of the curtain was eight and twenty cubits, and the width of the curtain was four cubits.","Every curtain was twenty-eight cubits long and four cubits wide, all of the same measure.
"
694,"And he coupled five curtains one to another: and the other five curtains he coupled one to another. 
","he put five curtains together, and the other five were put together.","And five curtains were joined together, and the other five curtains were joined together.
"
695,"And he made loops of blue upon the edge of the one curtain from the selvedge in the coupling: likewise he made in the edge of the curtain that was outmost in the second coupling. 
","in the edge of the curtain from the selvedge, he made a blue loop on the edge of the curtain: similarly he made a blue loop on the edge of the curtain.","And they put twists of blue cord on the edge of the outside curtain of the first group, and in the same way on the outside curtain of the second group.
"
696,"Fifty loops made he in the one curtain, and fifty loops made he in the edge of the curtain that was in the second coupling: the loops were opposite one to another. 
","he was in the second coupling, and the loop was opposite the other.  50 times he was in the curtain, and 50 times he was in the edge of the curtain.","Fifty twists on the one curtain and fifty on the edge of the curtain of the other group; the twists being opposite to one another.
"
697,"And he made fifty clasps of gold, and coupled the curtains one to another with the clasps: so the tabernacle was one.
","he took a gold ring and put it on the other side of the curtain, and the tabernacle was one.","And they made fifty hooks of gold, joining the curtains one to another with the hooks; and so the House was made.
"
698,"And he made curtains of goats' hair for a tent over the tabernacle: eleven curtains he made them. 
",he made a goat's hair curtain for the tent: 11 curtains.,"And they made curtains of goats' hair for the tent; eleven curtains were made.
"
699,"The length of each curtain was thirty cubits, and four cubits the breadth of each curtain: the eleven curtains had one measure. 
","the length of the curtain was thirty cubits, and the width of the curtain was four cubits.","Every curtain was thirty cubits long and four cubits wide, all of the same measure.
"
700,"And he coupled five curtains by themselves, and six curtains by themselves. 
","he put five curtains together, and six together.","Five curtains were joined together to make one group, and six curtains were joined together to make the other group.
"
