,YLT_Original,YLT_Paraphrased,DRA_Original
529,"and that which thou dost sow, not the body that shall be dost thou sow, but bare grain, it may be of wheat, or of some one of the others,
","you don't have to worry about the body, but the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the grain, or the","And that which thou sowest, thou sowest not the body that shall be; but bare grain, as of wheat, or of some of the rest.
"
530,"and God doth give to it a body according as He willed, and to each of the seeds its proper body.
",God gives each seed a body according to what He wants.,"But God giveth it a body as he will: and to every seed its proper body.
"
531,"All flesh  not the same flesh, but there is one flesh of men, and another flesh of beasts, and another of fishes, and another of birds;
","the flesh of men, the same as the beasts, the same as the birds, the same as the fish, the same as the birds, the same as the birds.","All flesh is not the same flesh: but one is the flesh of men, another of beasts, another of birds, another of fishes.
"
532,"and [there are] heavenly bodies, and earthly bodies; but one  the glory of the heavenly, and another that of the earthly;
","[there's] a heavenly body, a heavenly body, a mortal body; but one of the heavenly, the other of the earthly;","And there are bodies celestial, and bodies terrestrial: but, one is the glory of the celestial, and another of the terrestrial.
"
533,"one glory of sun, and another glory of moon, and another glory of stars, for star from star doth differ in glory.
","the sun, the moon, the moon, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars, the stars,","One is the glory of the sun, another the glory of the moon, and another the glory of the stars. For star differeth from star in glory.
"
534,"So also  the rising again of the dead: it is sown in corruption, it is raised in incorruption;
","the rising of the dead: It's a corruption, it's a corruption, it's a corruption.","So also is the resurrection of the dead. It is sown in corruption, it shall rise in incorruption.
"
535,"it is sown in dishonour, it is raised in glory; it is sown in weakness, it is raised in power;
","it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it is a shame, it's a shame, it's a shame, it's a shame, it's a shame, it's a shame","It is sown in dishonour, it shall rise in glory. It is sown in weakness, it shall rise in power.
"
536,"it is sown a natural body, it is raised a spiritual body; there is a natural body, and there is a spiritual body;
","it's a natural body, and it's a spiritual body; it's a natural body, and it's a spiritual body.","It is sown a natural body, it shall rise a spiritual body. If there be a natural body, there is also a spiritual body, as it is written:
"
537,"so also it hath been written, `The first man Adam became a living creature,' the last Adam  for a life-giving spirit,
","""Adam became a living creature,"" the last Adam was a living spirit, ""Adam's life was a life-giving spirit.""","The first man Adam was made into a living soul; the last Adam into a quickening spirit.
"
538,"but that which is spiritual  not first, but that which  natural, afterwards that which  spiritual.
","the spiritual is not first, but the natural, then the spiritual.","Yet that was not first which is spiritual, but that which is natural; afterwards that which is spiritual.
"
539,"The first man  out of the earth, earthy; the second man  the Lord out of heaven;
","the first man on Earth, the second man from heaven;","The first man was of the earth, earthly: the second man, from heaven, heavenly.
"
540,"as  the earthy, such  also the earthy; and as  the heavenly, such  also the heavenly;
","the earth, the heavenly, the heavenly; and as the heavenly, the heavenly;","Such as is the earthly, such also are the earthly: and such as is the heavenly, such also are they that are heavenly.
"
541,"and, according as we did bear the image of the earthy, we shall bear also the image of the heavenly.
","as we look at the earth, we will also look at the sky.","Therefore as we have borne the image of the earthly, let us bear also the image of the heavenly.
"
542,"And this I say, brethren, that flesh and blood the reign of God is not able to inherit, nor doth the corruption inherit the incorruption;
","brothers, the blood and flesh of God cannot be inherited, nor can the corruption inherit the incorruption;","Now this I say, brethren, that flesh and blood cannot possess the kingdom of God: neither shall corruption possess incorruption.
"
543,"lo, I tell you a secret; we indeed shall not all sleep, and we all shall be changed;
","I'm telling you a secret, we're not going to sleep, and we'll change.","Behold, I tell you a mystery. We shall all indeed rise again: but we shall not all be changed.
"
544,"in a moment, in the twinkling of an eye, in the last trumpet, for it shall sound, and the dead shall be raised incorruptible, and we -- we shall be changed:
","in the last trumpet, when the dead are raised, we will be changed, and we will be changed:","In a moment, in the twinkling of an eye, at the last trumpet: for the trumpet shall sound, and the dead shall rise again incorruptible: and we shall be changed.
"
545,"for it behoveth this corruptible to put on incorruption, and this mortal to put on immortality;
","it is a mortal to put on immortality, and a mortal to put on immortality;","For this corruptible must put on incorruption; and this mortal must put on immortality.
"
546,"and when this corruptible may have put on incorruption, and this mortal may have put on immortality, then shall be brought to pass the word that hath been written, `The Death was swallowed up -- to victory;
","when the corruptible may be taken away, and the mortal may be reborn, then the word of the word is fulfilled, ""The death was swallowed up - to victory.""","And when this mortal hath put on immortality, then shall come to pass the saying that is written: Death is swallowed up in victory.
"
